Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
62 /escm/login/auth,30,985,305,2738,3313,4341,86,4341,0.00%,1.0,5.0
67 /escm/css/jquery.alerts.css,30,55,24,96,145,348,5,348,0.00%,1.1,1.3
63 /escm/css/theme/jquery-ui-1.8.17.custom.css,30,208,58,821,839,1020,8,1020,0.00%,1.1,7.2
68 /escmnull/css/merchant.css,30,33,10,60,91,391,2,391,100.00%,1.1,.1
72 /escm/js/validator.js,30,135,27,52,237,1669,6,1669,0.00%,1.1,5.7
71 /escm/js/jquery.alerts.js,30,78,14,75,212,868,5,868,0.00%,1.1,2.8
70 /escm/js/jquery-ui-1.8.17.custom.min.js,30,122,71,188,353,530,30,530,0.00%,1.1,57.6
73 /escm/js/jquery.bpopup.min.js,30,33,13,43,50,274,6,274,0.00%,1.1,2.5
66 /escm/css/jquery.ui.timepicker.css,30,25,13,42,45,213,3,213,0.00%,1.1,2.3
69 /escm/js/jquery-1.5.2.min.js,30,166,109,197,200,1512,56,1512,0.00%,1.1,70.5
64 /escm/css/merchant.css,30,258,98,740,1066,1781,39,1781,0.00%,1.1,69.6
65 /escm/css/logintypedialog.css,30,53,13,67,109,921,5,921,0.00%,1.1,1.4
74 /escm/css/fonts/Roboto-Light.woff,30,106,15,124,251,1464,4,1464,0.00%,1.1,80.5
75 /escm/css/fonts/Roboto-Bold.woff,30,71,15,125,214,616,5,616,0.00%,1.1,76.9
76 /escm/css/fonts/Roboto-Regular.ttf,30,54,15,94,136,507,7,507,0.00%,1.1,156.5
Login Page Request,30,2388,1806,4878,5098,6986,317,6986,100.00%,.9,450.5
5 /escm/login/doAuth?id=loginform,30,9530,9298,13552,13606,17096,4388,17096,0.00%,.8,7.8
10 /escm/css/modern_ui/usageGraph/examples.css,30,109,26,139,538,932,4,932,0.00%,1.2,1.8
11 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,30,160,14,220,457,2486,4,2486,0.00%,1.2,2.1
14 /escm/css/modern_ui/jquery.multiselect.css,30,27,10,36,38,353,2,353,0.00%,1.2,2.5
15 /escm/js/jquery.qtip-1.0.0-rc3.min.js,30,34,21,68,79,138,8,138,0.00%,1.2,11.4
23 /escm/js/jquery-validate/jquery.metadata.js,30,48,16,101,111,544,4,544,0.00%,1.2,2.2
9 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,30,53,12,79,120,838,5,838,0.00%,1.2,1.5
22 /escm/js/slideBlock.js,30,64,12,31,87,1397,4,1397,0.00%,1.2,1.3
21 /escm/js/clearinput.js,30,63,13,49,55,1338,5,1338,0.00%,1.2,1.4
13 /escm/css/tablesorter.css,30,30,13,101,103,135,3,135,0.00%,1.2,2.6
24 /escm/js/datatable.js,30,17,10,35,46,57,2,57,0.00%,1.2,1.8
38 /escm/js/jquery.leanModal.min.js,30,15,12,24,31,89,4,89,0.00%,1.2,1.5
40 /escm/js/escm_alert.js,30,28,13,48,53,272,4,272,0.00%,1.2,2.4
25 /escm/js/jquery.ba-dotimeout.min.js,30,16,11,29,32,75,3,75,0.00%,1.2,1.6
18 /escm/js/main.js,30,57,15,60,246,549,5,549,0.00%,1.2,3.4
19 /escm/js/jquery-validate/additional-methods.min.js,30,42,12,61,132,359,6,359,0.00%,1.2,3.1
46 /escm/js/payment/jquery.tzCheckbox.js,30,30,11,43,79,338,5,338,0.00%,1.2,1.9
12 /escm/css/payment/jquery.tzCheckbox.css,30,25,13,62,68,124,3,124,0.00%,1.2,1.3
31 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,30,24,16,55,75,117,5,117,0.00%,1.2,4.7
41 /escm/js/jquery.flexslider.js,30,98,24,145,327,1155,9,1155,0.00%,1.2,14.0
33 /escm/js/usageGraphJS/excanvas.min.js,30,46,18,104,160,494,5,494,0.00%,1.2,9.4
42 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,30,24,18,51,52,110,6,110,0.00%,1.2,2.3
37 /escm/js/jquery.slimscroll.min.js,30,40,17,62,78,353,4,353,0.00%,1.2,2.5
30 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,30,43,17,51,72,530,3,530,0.00%,1.2,1.5
34 /escm/js/placeholders.min.js,30,77,16,57,258,1253,4,1253,0.00%,1.2,2.3
26 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,30,46,10,95,121,649,3,649,0.00%,1.2,1.7
47 /escm/js/panels.js,30,25,11,57,60,223,3,223,0.00%,1.2,2.6
35 /escm/js/jquery.elastic.source.js,30,54,16,123,158,586,4,586,0.00%,1.2,2.7
44 /escm/js/jquery.scrollToTop.min.js,30,33,9,40,45,526,3,526,0.00%,1.2,.9
17 /escm/js/jquery.tablesorter.js,30,28,19,43,69,129,8,129,0.00%,1.2,10.2
27 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,30,28,19,54,70,144,5,144,0.00%,1.2,2.4
20 /escm/js/jquery-validate/jquery.validate.min.js,30,109,29,186,217,1515,7,1515,0.00%,1.2,7.8
32 /escm/js/usageGraphJS/jquery.jqplot.min.js,30,139,85,229,274,845,30,845,0.00%,1.2,49.3
39 /escm/js/jquery.ui.timepicker.js,30,44,24,88,106,282,14,282,0.00%,1.2,16.2
16 /escm/js/jquery.blockUI.js,30,57,18,94,217,368,9,368,0.00%,1.2,7.0
28 /escm/js/usageGraphJS/jqplot.highlighter.min.js,30,93,23,120,145,1676,4,1676,0.00%,1.2,2.9
36 /escm/js/MonthPicker.min.js,30,58,18,69,78,968,6,968,0.00%,1.2,4.7
29 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,30,31,13,71,80,229,7,229,0.00%,1.2,3.7
43 /escm/js/usageGraphJS/jqplot.cursor.min.js,30,38,19,105,117,151,5,151,0.00%,1.2,6.5
49 /escm/images/myAccount.png,30,62,15,57,92,1084,3,1084,0.00%,1.2,7.8
48 /escm/css/modern_ui/images/myDashboard.png,30,34,14,56,77,344,5,344,0.00%,1.2,3.7
45 /escm/js/payment/jquery.dataTables.js,30,184,143,306,487,665,61,665,0.00%,1.2,101.6
52 /escm/images/ticket/39x39ticket.png,30,19,13,43,55,78,3,78,0.00%,1.2,3.1
53 /escm/images/settings.png,30,37,14,72,99,324,4,324,0.00%,1.2,7.0
51 /escm/images/orders.png,30,59,15,114,132,596,3,596,0.00%,1.2,3.1
50 /escm/css/modern_ui/images/myCatalog.png,30,54,10,106,275,420,4,420,0.00%,1.2,3.8
55 /escm/css/modern_ui/images/dropDown.png,30,29,10,76,88,175,3,175,0.00%,1.2,6.7
56 /escm/images/_loading.gif,30,50,11,128,148,600,3,600,0.00%,1.2,5.1
54 /escm/css/modern_ui/images/CP_login.png,30,24,10,63,70,125,3,125,0.00%,1.2,7.4
57 /escm/images/bubble.png,30,26,10,55,65,209,3,209,0.00%,1.2,4.4
58 /escm/css/theme/images/ui-icons_ededed_256x240.png,30,99,13,200,246,1460,4,1460,0.00%,1.2,5.3
59 /escm/css/theme/images/ui-icons_ffffff_256x240.png,30,49,9,48,88,841,3,841,0.00%,1.2,5.3
Login Page Credentials and Dashboard Display,30,12238,11850,16448,16454,18633,5701,18633,0.00%,.8,248.6
77 /escm/order/index,30,11507,9583,20692,21037,23377,4325,23377,0.00%,1.0,18.2
79 /escm/images/icon14.gif,30,49,27,97,105,219,4,219,0.00%,1.6,.9
81 /escm/images/recent.png,30,33,12,87,109,136,4,136,0.00%,1.6,3.2
83 /escm/images/hourglass.png,30,45,17,79,166,410,3,410,0.00%,1.6,3.6
80 /escm/images/loading.gif,30,38,17,95,100,185,3,185,0.00%,1.6,1.6
87 /escm/images/ticket/order_ticket.png,30,47,17,90,164,394,4,394,0.00%,1.6,6.6
84 /escm/images/express_order.png,30,24,14,56,74,101,4,101,0.00%,1.7,2.2
85 /escm/images/cancelicon.png,30,22,14,38,42,103,3,103,0.00%,1.7,2.7
82 /escm/images/orderstatusicon/provisioningfailed.png,30,18,12,29,56,107,3,107,0.00%,1.7,2.5
86 /escm/images/bb_ajax_loader.gif,30,27,15,41,41,271,3,271,0.00%,1.7,5.2
89 /escm/images/previous.png,30,27,15,62,67,91,3,91,0.00%,1.7,27.8
90 /escm/images/next.png,30,19,11,39,41,86,3,86,0.00%,1.7,27.8
91 /escm/images/view_mail.png,30,36,12,69,73,366,3,366,0.00%,1.7,32.7
92 /escm/css/theme/images/ui-icons_blue_256x240.png,30,31,9,74,80,327,3,327,0.00%,1.7,8.1
88 /escm/order/showOrderDetail,30,5963,6083,8173,8542,9291,2550,9291,0.00%,1.2,23.6
94 /escm/images/warn.png,30,42,25,84,87,315,4,315,0.00%,1.5,2.3
93 /escm/images/summary_edit_pencil.png,30,18,12,21,62,84,3,84,0.00%,1.5,14.1
95 /escm/images/order-icon-email.png,30,42,11,83,123,486,4,486,0.00%,1.5,7.0
96 /escm/images/slider-arrow-left.png,30,26,15,60,72,138,3,138,0.00%,1.5,2.0
97 /escm/images/slider-arrow-right.png,30,60,16,131,215,520,3,520,0.00%,1.5,2.0
98 /escm/messages,30,54,21,114,214,333,7,333,0.00%,1.5,.7
99 /escm/recentItem,30,48,18,142,148,289,7,289,0.00%,1.6,.5
103 /escm/images/order-icon-provisioned.png,30,16,6,55,64,81,2,81,0.00%,1.6,7.5
100 /escm/images/order-icon-adjust.png,30,21,6,60,68,115,2,115,0.00%,1.6,7.6
101 /escm/images/order-icon-custom-fields.png,30,17,7,36,42,78,2,78,0.00%,1.6,5.7
106 /escm/images/order-icon-ticket.png,30,24,10,59,65,145,3,145,0.00%,1.6,6.7
102 /escm/images/order-icon-subscription.png,30,44,12,49,179,372,2,372,0.00%,1.6,9.1
105 /escm/images/order-icon-quote.png,30,45,8,69,95,705,2,705,0.00%,1.6,5.8
104 /escm/images/order-icon-installment.png,30,20,8,63,76,78,3,78,0.00%,1.6,9.8
Order Selection,30,18376,15864,27603,28209,32596,8336,32596,0.00%,.8,125.7
107 /escm/css/theme/images/ui-icons_222222_256x240.png,30,36,22,83,91,129,4,129,0.00%,1.6,7.3
108 /escm/images/BB-ajax-loader-round.gif,30,43,8,117,123,330,3,330,0.00%,1.6,13.3
109 /escm/order/searchOrder,30,2034,1575,4125,4829,6352,742,6352,0.00%,1.5,5.5
111 /escm/messages,30,64,31,129,186,379,7,379,0.00%,2.0,.9
112 /escm/recentItem,30,39,19,60,62,417,8,417,0.00%,2.0,.7
110 /escm/order/showOrderDetail,30,15560,15789,18808,19174,22298,5327,22298,0.00%,1.2,25.9
114 /escm/images/icon20.gif,30,17,7,47,59,80,2,80,0.00%,2.3,3.9
115 /escm/images/help.png,30,11,5,28,37,51,3,51,0.00%,2.3,15.8
113 /escm/images/trash.png,30,16,6,47,47,101,3,101,0.00%,2.3,21.8
117 /escm/messages,30,26,15,64,66,105,7,105,0.00%,2.3,1.1
116 /escm/css/theme/images/ui-icons_bbbbbb_256x240.png,30,10,5,17,19,72,2,72,0.00%,2.3,12.9
118 /escm/recentItem,30,32,18,41,78,248,8,248,0.00%,2.3,.8
120 /escm/images/order-icon-usage.png,30,12,5,32,34,87,2,87,0.00%,2.3,10.3
119 /escm/images/order-icon-stop-billing.png,30,29,6,21,54,553,2,553,0.00%,2.3,10.3
Order_Search,30,17935,17269,21220,21763,29093,7665,29093,0.00%,1.0,71.1
TOTAL,3420,893,18,420,6993,18633,2,32596,1.75%,49.2,903.7
